Feature,XGBoost Accuracy,XGBoost Precision,XGBoost Recall,XGBoost F1 Score
"full_time_employees, lender_type_category",0.7234567901234568,0.7475728155339806,0.8037578288100209,0.7746478873239437
"full_time_employees, lender_type_category",0.7234567901234568,0.7475728155339806,0.8037578288100209,0.7746478873239437
"full_time_employees, optional_primary_use_of_funds",0.6382716049382716,0.7703488372093024,0.5532359081419624,0.6439854191980559
"full_time_employees, optional_primary_use_of_funds",0.6382716049382716,0.7703488372093024,0.5532359081419624,0.6439854191980559
"full_time_employees, optional_revenue_yr_confirmed",0.7308641975308642,0.8337595907928389,0.6805845511482255,0.7494252873563219
"full_time_employees, optional_revenue_yr_confirmed",0.7308641975308642,0.8337595907928389,0.6805845511482255,0.7494252873563219
"full_time_employees, optional_stage",0.6024691358024692,0.6280587275693311,0.8037578288100209,0.7051282051282051
"full_time_employees, optional_stage",0.6024691358024692,0.6280587275693311,0.8037578288100209,0.7051282051282051
"full_time_employees, support_amount",0.7061728395061728,0.7095652173913043,0.8517745302713987,0.7741935483870966
"full_time_employees, support_amount",0.7061728395061728,0.7095652173913043,0.8517745302713987,0.7741935483870966
"naics_code, jobs_created",0.6185185185185185,0.6551094890510949,0.7494780793319415,0.6991236611489776
"naics_code, jobs_created",0.6185185185185185,0.6551094890510949,0.7494780793319415,0.6991236611489776
"naics_code, lender_type_category",0.691358024691358,0.7148217636022514,0.7954070981210856,0.7529644268774703
"naics_code, lender_type_category",0.691358024691358,0.7148217636022514,0.7954070981210856,0.7529644268774703
"naics_code, optional_primary_use_of_funds",0.7111111111111111,0.7668845315904139,0.7348643006263048,0.7505330490405118
"naics_code, optional_primary_use_of_funds",0.7111111111111111,0.7668845315904139,0.7348643006263048,0.7505330490405118
"naics_code, optional_revenue_yr_confirmed",0.7135802469135802,0.7839080459770115,0.7118997912317327,0.7461706783369803
"naics_code, optional_revenue_yr_confirmed",0.7135802469135802,0.7839080459770115,0.7118997912317327,0.7461706783369803
"naics_code, optional_stage",0.5975308641975309,0.6398537477148081,0.7306889352818372,0.682261208576998
"naics_code, optional_stage",0.5975308641975309,0.6398537477148081,0.7306889352818372,0.682261208576998
"naics_code, support_amount",0.6888888888888889,0.7001763668430335,0.8288100208768268,0.7590822179732314
"naics_code, support_amount",0.6888888888888889,0.7001763668430335,0.8288100208768268,0.7590822179732314
"jobs_created, lender_type_category",0.6888888888888889,0.7186897880539499,0.778705636743215,0.7474949899799599
"jobs_created, lender_type_category",0.6888888888888889,0.7186897880539499,0.778705636743215,0.7474949899799599
