Feature,Neural Network Accuracy
"unique_id, LMI_type, full_time_employees",0.7876543402671814
"unique_id, LMI_type, full_time_employees",0.7876543402671814
"unique_id, LMI_type, full_time_employees",0.7876543402671814
"unique_id, LMI_type, naics_code",0.7777777910232544
"unique_id, LMI_type, naics_code",0.7777777910232544
"unique_id, LMI_type, naics_code",0.7777777910232544
"unique_id, LMI_type, jobs_created",0.760493814945221
"unique_id, LMI_type, jobs_created",0.760493814945221
"unique_id, LMI_type, jobs_created",0.760493814945221
"unique_id, LMI_type, lender_type_category",0.8271604776382446
"unique_id, LMI_type, lender_type_category",0.8271604776382446
"unique_id, LMI_type, lender_type_category",0.8271604776382446
"unique_id, LMI_type, optional_primary_use_of_funds",0.845678985118866
"unique_id, LMI_type, optional_primary_use_of_funds",0.845678985118866
"unique_id, LMI_type, optional_primary_use_of_funds",0.845678985118866
"unique_id, LMI_type, optional_revenue_yr_confirmed",0.8728395104408264
"unique_id, LMI_type, optional_revenue_yr_confirmed",0.8728395104408264
"unique_id, LMI_type, optional_revenue_yr_confirmed",0.8728395104408264
"unique_id, LMI_type, optional_stage",0.8320987820625305
"unique_id, LMI_type, optional_stage",0.8320987820625305
"unique_id, LMI_type, optional_stage",0.8320987820625305
"unique_id, LMI_type, support_amount",0.8160493969917297
"unique_id, LMI_type, support_amount",0.8160493969917297
"unique_id, LMI_type, support_amount",0.8160493969917297
"unique_id, revenue, full_time_employees",0.760493814945221
"unique_id, revenue, full_time_employees",0.760493814945221
"unique_id, revenue, full_time_employees",0.760493814945221
"unique_id, revenue, naics_code",0.7629629373550415
"unique_id, revenue, naics_code",0.7629629373550415
"unique_id, revenue, naics_code",0.7629629373550415
"unique_id, revenue, jobs_created",0.7691357731819153
"unique_id, revenue, jobs_created",0.7691357731819153
"unique_id, revenue, jobs_created",0.7691357731819153
"unique_id, revenue, lender_type_category",0.8259259462356567
"unique_id, revenue, lender_type_category",0.8259259462356567
"unique_id, revenue, lender_type_category",0.8259259462356567
"unique_id, revenue, optional_primary_use_of_funds",0.8432098627090454
"unique_id, revenue, optional_primary_use_of_funds",0.8432098627090454
"unique_id, revenue, optional_primary_use_of_funds",0.8432098627090454
"unique_id, revenue, optional_revenue_yr_confirmed",0.845678985118866
"unique_id, revenue, optional_revenue_yr_confirmed",0.845678985118866
