unique_id,disbursement_date,loan_investment_amount,lender_insurance_premium,metro_type,LMI_type,revenue,full_time_employees,naics_code,jobs_created,lender_type_category,optional_primary_use_of_funds,optional_revenue_yr_confirmed,optional_stage,target
2076,1148,31500.0,0.0,0,1,0.0,1.0,511210,0.0,3,4,2015.0,0,0
2201,888,6950.0,104.25,0,1,183393.0,1.0,812990,0.0,3,4,2014.0,0,0
3765,1036,100000.0,0.0,1,1,626100.0,7.0,811111,6.0,0,4,2014.0,0,1
3185,314,1731600.0,0.0,0,1,0.0,1.0,621340,0.0,0,4,2014.0,0,0
771,781,1000000.0,0.0,0,1,0.0,0.0,623312,70.0,0,3,2016.0,0,1
434,909,20000.0,0.0,0,0,287500.0,2.0,312120,2.0,3,4,2014.0,0,0
2480,483,50000.0,0.0,0,1,2173462.0,6.0,441222,0.0,0,4,2013.0,0,1
1208,86,170000.0,0.0,0,1,0.0,2.0,541512,0.0,4,4,2014.0,0,0
1232,255,25000.0,0.0,0,1,10000.0,1.0,339991,1.0,4,4,2014.0,0,1
3115,503,10000.0,150.0,0,0,100000.0,4.0,236118,1.0,0,4,2014.0,0,0
1321,1233,200000.0,0.0,0,1,800000.0,3.0,236220,0.0,4,4,2014.0,0,1
2933,704,975000.0,0.0,0,1,308231.0,10.0,511210,0.0,3,4,2016.0,0,0
3102,855,10146.0,152.19,0,1,116721.0,9.0,722511,2.0,0,4,2014.0,0,0
1753,1180,10000.0,150.0,0,0,500000.0,7.0,811192,0.0,0,4,2014.0,0,0
23,1102,50000.0,0.0,0,0,902084.0,11.0,115112,0.0,0,4,2014.0,0,0
3001,823,9600.0,144.0,0,1,104000.0,1.0,445120,2.0,0,4,2014.0,0,0
1476,537,2000000.0,0.0,0,1,9141.0,0.0,511210,0.0,3,4,2015.0,0,0
827,1256,50000.0,0.0,0,1,608000.0,5.0,624410,4.0,3,0,2016.0,0,1
1906,832,3250000.0,0.0,0,1,0.0,12.0,334290,22.0,3,4,2015.0,0,0
3993,173,600000.0,0.0,0,0,1013477.0,3.0,488410,0.0,0,1,2014.0,0,1
1920,677,31500.0,0.0,0,1,289663.0,4.0,492110,1.0,0,1,2012.0,0,1
3598,1221,4050000.0,0.0,0,1,0.0,0.0,623110,0.0,0,0,2015.0,0,0
494,431,150000.0,0.0,0,1,766844.0,3.0,442110,0.0,0,4,2014.0,0,0
3717,68,500000.0,0.0,0,1,2352610.0,5.0,424990,2.5,0,4,2015.0,0,1
3229,749,25000.0,0.0,0,0,400000.0,1.0,484122,1.0,3,4,2014.0,0,0
741,4,600000.0,0.0,1,0,1022057.0,0.0,722511,0.0,0,4,2016.0,0,1
2506,539,75000.0,0.0,0,1,0.0,2.0,624410,14.0,1,4,2014.0,0,1
3759,172,50000.0,0.0,1,1,970000.0,3.0,713990,3.0,0,1,2014.0,0,1
1129,762,50000.0,0.0,0,1,208079.0,1.0,238210,5.0,4,4,2014.0,0,1
1248,610,300000.0,0.0,0,0,600000.0,12.0,423830,4.0,4,4,2014.0,0,1
2013,10,1000000.0,0.0,0,1,0.0,0.0,531120,0.0,0,2,2016.0,0,1
3429,53,75000.0,0.0,1,1,0.0,0.0,312140,2.0,0,4,2014.0,0,1
