Feature,Logistic Regression Accuracy,Logistic Regression Precision,Logistic Regression Recall,Logistic Regression F1 Score
"unique_id, disbursement_date, optional_revenue_yr_confirmed",0.7297297297297297,0.7516778523489933,0.7225806451612903,0.736842105263158
"unique_id, disbursement_date, optional_revenue_yr_confirmed",0.7297297297297297,0.7516778523489933,0.7225806451612903,0.736842105263158
"unique_id, disbursement_date, optional_revenue_yr_confirmed",0.7297297297297297,0.7516778523489933,0.7225806451612903,0.736842105263158
"unique_id, disbursement_date, optional_stage",0.75,0.7579617834394905,0.7677419354838709,0.7628205128205129
"unique_id, disbursement_date, optional_stage",0.75,0.7579617834394905,0.7677419354838709,0.7628205128205129
"unique_id, disbursement_date, optional_stage",0.75,0.7579617834394905,0.7677419354838709,0.7628205128205129
"unique_id, disbursement_date, support_amount",0.7837837837837838,0.7724550898203593,0.832258064516129,0.8012422360248448
"unique_id, disbursement_date, support_amount",0.7837837837837838,0.7724550898203593,0.832258064516129,0.8012422360248448
"unique_id, disbursement_date, support_amount",0.7837837837837838,0.7724550898203593,0.832258064516129,0.8012422360248448
"unique_id, loan_investment_amount, lender_insurance_premium",0.7601351351351351,0.7592592592592593,0.7935483870967742,0.77602523659306
"unique_id, loan_investment_amount, lender_insurance_premium",0.7601351351351351,0.7592592592592593,0.7935483870967742,0.77602523659306
"unique_id, loan_investment_amount, lender_insurance_premium",0.7601351351351351,0.7592592592592593,0.7935483870967742,0.77602523659306
"unique_id, loan_investment_amount, metro_type",0.75,0.7547169811320755,0.7741935483870968,0.7643312101910829
"unique_id, loan_investment_amount, metro_type",0.75,0.7547169811320755,0.7741935483870968,0.7643312101910829
"unique_id, loan_investment_amount, metro_type",0.75,0.7547169811320755,0.7741935483870968,0.7643312101910829
