unique_id,disbursement_date,ssbci_original_funds,lender_insurance_premium,metro_type,LMI_type,revenue,naics_code,jobs_created,jobs_retained,lender_type_category,optional_primary_use_of_funds,optional_revenue_yr_confirmed,optional_stage,active_status,support_amount,full_time_employees
SC_2016_LPP_15,8/18/2016,0.0,0.0,Metro,Non-LMI,4900000.0,445210,4.0,2.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,24.0
SC_2016_LPP_23,10/13/2016,0.0,0.0,Metro,Non-LMI,3300000.0,621511,8.0,8.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,16.0
SC_2016_LPP_26,11/3/2016,0.0,0.0,Metro,LMI,2823139.0,562998,2.0,30.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,30.0
SC_2016_LPP_27,11/7/2016,0.0,0.0,Metro,Non-LMI,3300000.0,722511,0.0,48.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,48.0
SC_2016_LPP_33,12/23/2016,0.0,0.0,Metro,Non-LMI,171305201.0,451110,10.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,400.0
SC_2016_LPP_34,12/29/2016,81372.0,0.0,Non-Metro,LMI,0.0,484121,15.0,70.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,85.0
SD_2011_LPP_1,12/28/2011,650000.0,0.0,Metro,LMI,1606230.0,423120,0.0,59.0,Other,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,0.0,59.0
SD_2012_LPP_1,1/12/2012,650000.0,0.0,Metro,LMI,22101382.0,327215,59.0,59.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,0.0,59.0
SD_2012_LPP_2,2/27/2012,830000.0,0.0,Non-Metro,Non-LMI,72365704.0,441110,3.0,43.0,Bank or Thrift,Fund Construction Costs,2015.0,Early Stage,Yes,0.0,49.0
SD_2012_LPP_3,6/22/2012,150000.0,0.0,Metro,LMI,11890618.0,811310,7.0,50.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2013.0,Early Stage,Yes,0.0,57.0
SD_2012_LPP_5,10/25/2012,150000.0,0.0,Metro,Non-LMI,5973191.0,541380,0.0,39.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Yes,0.0,42.0
SD_2013_LPP_1,1/16/2013,100000.0,0.0,Metro,LMI,2803918.91,511120,15.0,10.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,0.0,26.0
SD_2013_LPP_2,4/22/2013,250000.0,0.0,Metro,LMI,15638804.0,238990,1.5,9.0,Credit Union,Purchase Equipment,2015.0,Early Stage,Yes,0.0,32.0
SD_2013_LPP_4,6/11/2013,1000000.0,0.0,Metro,Non-LMI,5883034.0,621320,16.5,31.0,Bank or Thrift,Purchase Real Estate,2012.0,Early Stage,Yes,0.0,64.0
SD_2013_LPP_5,9/23/2013,1000000.0,0.0,Metro,LMI,346866.0,721110,69.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2013.0,Early Stage,Yes,0.0,45.0
SD_2013_LPP_6,12/30/2013,1000000.0,0.0,Metro,LMI,749109.34,711310,145.0,0.0,Bank or Thrift,Fund Construction Costs,2011.0,Early Stage,Yes,0.0,49.0
SD_2014_LPP_1,8/27/2014,100000.0,0.0,Metro,LMI,7404022.14,312130,22.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,0.0,18.0
SD_2015_LPP_1,3/23/2015,500000.0,0.0,Metro,Non-LMI,1592615.25,926110,0.0,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,0.0,71.0
SD_2015_LPP_2,7/30/2015,127945.0,0.0,Metro,Non-LMI,12990959.0,332710,40.0,0.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Yes,0.0,52.0
TN_2012_VCP_4,5/4/2012,633333.0,0.0,Non-Metro,Non-LMI,561861.0,334510,0.0,12.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Seed,Loss,0.0,17.0
TN_2012_VCP_7,5/18/2012,421240.5,0.0,Metro,Non-LMI,4183560.13,334290,0.0,15.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,15.0
TN_2012_VCP_8,5/24/2012,500000.0,0.0,Non-Metro,Non-LMI,868471.51,511210,4.5,27.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Growth,Yes,0.0,32.0
TN_2012_VCP_11,6/18/2012,499655.4,0.0,Non-Metro,LMI,844292.28,511210,3.0,19.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Seed,Yes,0.0,23.0
TN_2012_VCP_15,9/6/2012,700000.0,0.0,Metro,Non-LMI,19899761.0,485510,0.0,182.5,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Mezzanine,Yes,0.0,180.0
TN_2012_VCP_16,9/14/2012,500000.0,0.0,Metro,Non-LMI,751009.0,518210,6.0,21.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Sold,0.0,21.0
TN_2013_VCP_2,1/8/2013,1500000.0,0.0,Metro,Non-LMI,4750012.0,541519,17.0,117.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Growth,Yes,0.0,117.0
TN_2013_VCP_7,5/31/2013,150000.0,0.0,Metro,Non-LMI,3738219.0,334290,0.0,15.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,15.0
TN_2013_VCP_9,6/11/2013,1300000.0,0.0,Metro,LMI,27500000.0,446110,10.0,90.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,100.0
TN_2013_VCP_11,6/19/2013,500000.0,0.0,Metro,Non-LMI,1152855.0,518210,7.0,23.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Sold,0.0,23.0
TN_2013_VCP_13,7/22/2013,1316667.0,0.0,Metro,Non-LMI,35000.0,611710,16.0,10.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Seed,Yes,0.0,26.0
TN_2013_VCP_16,8/12/2013,500000.0,0.0,Metro,Non-LMI,1923981.0,541850,8.0,24.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Sold,0.0,32.0
TN_2013_VCP_22,9/3/2013,98153.86,0.0,Non-Metro,Non-LMI,589201.0,511210,8.0,5.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Growth,Yes,0.0,20.0
TN_2014_VCP_6,5/13/2014,240000.0,0.0,Metro,LMI,1759519.0,511210,8.0,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,24.0
TN_2014_VCP_9,8/13/2014,212510.0,0.0,Metro,Non-LMI,2946609.0,541820,10.0,24.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Sold,0.0,34.0
TN_2014_VCP_14,10/2/2014,187500.0,0.0,Metro,LMI,10168387.0,512110,14.0,90.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,98.0
TN_2014_VCP_16,11/12/2014,187500.0,0.0,Metro,LMI,0.0,512110,0.0,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,98.0
TN_2015_VCP_4,3/12/2015,571316.0,0.0,Metro,LMI,34105000.0,446110,17.0,80.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,97.0
TN_2015_VCP_7,6/11/2015,125006.0,0.0,Metro,Non-LMI,3190855.0,541810,8.0,24.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Sold,0.0,32.0
TN_2015_VCP_10,9/30/2015,693000.0,0.0,Metro,Non-LMI,23242.0,511210,39.0,46.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,46.0
TN_2015_VCP_17,12/17/2015,483750.0,0.0,Metro,LMI,1766500.0,511210,26.0,23.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,36.0
TX_2012_VCP_1,1/19/2012,1499998.0,0.0,Metro,LMI,1755000.0,213112,9.0,18.0,Loan Fund,"Wages, Working Capital, & Professional Services",2010.0,Early Stage,Exit,0.0,19.0
TX_2012_VCP_2,1/20/2012,500000.0,0.0,Metro,Non-LMI,10257693.0,423940,0.0,20.0,Loan Fund,"Wages, Working Capital, & Professional Services",2011.0,Growth,Yes,0.0,20.0
TX_2012_VCP_3,3/13/2012,1500000.0,0.0,Metro,Non-LMI,5239560.0,541512,10.0,53.0,Loan Fund,"Wages, Working Capital, & Professional Services",2012.0,Mezzanine,Yes,0.0,53.0
TX_2012_VCP_4,4/12/2012,625000.0,0.0,Metro,Non-LMI,1052165.0,517210,0.0,16.0,Loan Fund,"Wages, Working Capital, & Professional Services",2012.0,Mezzanine,Yes,0.0,35.0
TX_2012_VCP_5,6/29/2012,2200000.0,0.0,Non-Metro,LMI,70383827.0,326150,0.0,69.0,Loan Fund,"Wages, Working Capital, & Professional Services",2012.0,Mezzanine,Yes,0.0,77.0
TX_2012_VCP_7,8/15/2012,5000000.0,0.0,Metro,Non-LMI,71906161.0,213112,3.0,26.0,Loan Fund,"Wages, Working Capital, & Professional Services",2012.0,Growth,Loss,0.0,26.0
TX_2013_VCP_2,4/30/2013,3000000.0,0.0,Metro,LMI,2173000.0,213112,72.0,28.0,Loan Fund,"Wages, Working Capital, & Professional Services",2012.0,Growth,Exit,0.0,29.0
TX_2013_VCP_10,11/14/2013,2000000.0,0.0,Metro,Non-LMI,6003816.0,541511,36.0,44.0,Loan Fund,"Wages, Working Capital, & Professional Services",2012.0,Early Stage,Yes,0.0,44.0
TX_2013_VCP_12,12/10/2013,1500000.0,0.0,Metro,LMI,70383827.0,326150,0.0,60.0,Loan Fund,"Wages, Working Capital, & Professional Services",2013.0,Mezzanine,Yes,0.0,72.0
TX_2013_VCP_14,12/27/2013,400000.0,0.0,Metro,Non-LMI,1062000.0,517210,45.0,15.0,Loan Fund,"Wages, Working Capital, & Professional Services",2013.0,Mezzanine,Yes,0.0,15.0
TX_2014_VCP_5,7/9/2014,2400000.0,0.0,Metro,Non-LMI,4587000.0,511210,5.0,37.0,Loan Fund,"Wages, Working Capital, & Professional Services",2013.0,Growth,Yes,0.0,42.0
TX_2014_VCP_8,8/26/2014,30400.0,0.0,Metro,Non-LMI,0.0,541360,2.0,20.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Early Stage,Yes,0.0,22.0
TX_2014_VCP_9,9/19/2014,1000000.0,0.0,Metro,LMI,249662.0,339112,0.0,18.0,Loan Fund,"Wages, Working Capital, & Professional Services",2013.0,Growth,Yes,0.0,22.0
TX_2014_VCP_11,9/30/2014,875000.0,0.0,Metro,LMI,1616611.0,423490,38.0,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2013.0,Early Stage,Yes,0.0,22.0
TX_2016_VCP_4,4/28/2016,258844.0,0.0,Metro,Non-LMI,5095400.0,511210,8.0,58.0,Loan Fund,"Wages, Working Capital, & Professional Services",2015.0,Growth,Yes,0.0,58.0
TX_2016_VCP_5,7/13/2016,120000.0,0.0,Metro,Non-LMI,2300000.0,334413,2.0,2.0,Loan Fund,"Wages, Working Capital, & Professional Services",2016.0,Growth,Yes,0.0,17.0
UT_2012_LGP_1,12/18/2012,20000.0,0.0,Metro,LMI,1000000.0,238210,8.0,17.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Yes,40000.0,17.0
UT_2012_LGP_2,12/18/2012,130000.0,0.0,Metro,LMI,1000000.0,238210,8.0,17.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Yes,260000.0,17.0
UT_2013_LGP_1,3/28/2013,283125.0,0.0,Metro,Non-LMI,15700000.0,238910,30.0,80.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2012.0,Early Stage,Yes,566250.0,80.0
UT_2013_LPP_1,6/11/2013,332000.0,0.0,Metro,Non-LMI,4600000.0,511130,14.0,49.0,Bank or Thrift,Fund Construction Costs,2011.0,Early Stage,Yes,0.0,49.0
UT_2013_VCP_2,8/14/2013,300000.0,0.0,Metro,Non-LMI,930369.0,522320,2.0,2.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,20.0
UT_2013_LGP_5,9/20/2013,10000.0,0.0,Metro,Non-LMI,362308.0,561720,0.0,21.0,Credit Union,"Wages, Working Capital, & Professional Services",2012.0,Early Stage,Yes,20000.0,21.0
UT_2013_VCP_3,10/17/2013,250000.0,0.0,Metro,Non-LMI,7000000.0,541613,3.0,3.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,20.0
UT_2014_LGP_1,2/18/2014,125200.0,0.0,Metro,LMI,10301000.0,561720,14.0,436.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Yes,250400.0,436.0
UT_2014_LGP_2,2/18/2014,25000.0,0.0,Metro,LMI,10301000.0,561720,20.0,5.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,50000.0,20.0
UT_2014_LGP_3,5/14/2014,198000.0,0.0,Metro,Non-LMI,9798075.0,312140,12.0,27.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Yes,3960000.0,27.0
UT_2014_LGP_6,7/15/2014,225000.0,0.0,Metro,LMI,14829456.0,334510,25.0,3.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,450000.0,65.0
UT_2014_LGP_7,11/10/2014,180000.0,0.0,Metro,Non-LMI,12805871.0,312140,20.0,0.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Yes,360000.0,123.0
UT_2014_LGP_8,11/24/2014,209335.0,0.0,Metro,Non-LMI,21670075.0,722513,20.0,40.0,Bank or Thrift,Refinance,2015.0,Early Stage,Yes,4400000.0,40.0
UT_2015_LGP_3,5/20/2015,0.0,0.0,Metro,Non-LMI,10752792.0,332999,26.0,165.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,2400000.0,165.0
UT_2015_LPP_1,6/17/2015,420000.0,0.0,Metro,Non-LMI,965723.0,611110,14.0,20.0,Bank or Thrift,Fund Construction Costs,2014.0,Early Stage,Yes,0.0,20.0
UT_2015_LGP_5,7/22/2015,0.0,0.0,Metro,Non-LMI,10730000.0,312140,15.0,153.0,Bank or Thrift,Purchase Equipment,2015.0,Early Stage,Yes,2810828.0,153.0
UT_2015_LGP_8,11/25/2015,0.0,0.0,Metro,Non-LMI,16587609.0,332999,30.0,232.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2015.0,Early Stage,Yes,2400000.0,233.0
UT_2016_LGP_1,5/27/2016,0.0,0.0,Metro,Non-LMI,16817955.0,722513,14.0,230.0,Bank or Thrift,Fund Construction Costs,2015.0,Early Stage,Yes,562500.0,230.0
UT_2016_LPP_1,8/12/2016,850000.0,0.0,Metro,LMI,5269000.0,813319,4.0,10.0,Bank or Thrift,Purchase Real Estate,2016.0,Early Stage,Yes,0.0,157.0
VA_2012_CAP_9,8/7/2012,10500.0,5250.0,Metro,Non-LMI,429327.0,722511,4.0,6.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,45.0
VA_2012_CAP_10,8/16/2012,4500.0,2250.0,Metro,LMI,850000.0,485310,20.0,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,20.0
VA_2012_CAP_12,9/18/2012,7500.0,3750.0,Metro,Non-LMI,325000.0,312130,15.0,35.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,21.0
VA_2013_CSP_1,1/25/2013,170000.0,0.0,Metro,LMI,15000000.0,424420,12.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,170000.0,30.0
VA_2013_CAP_3,1/30/2013,1500.0,750.0,Metro,Non-LMI,4078527.0,238990,5.0,25.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,30.0
VA_2013_CAP_4,1/30/2013,4500.0,2250.0,Metro,Non-LMI,4078527.0,238990,5.0,25.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,30.0
VA_2013_CAP_7,3/14/2013,2250.0,1125.0,Metro,LMI,850000.0,485310,10.0,5.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,15.0
VA_2013_CSP_2,4/2/2013,160000.0,0.0,Metro,Non-LMI,2600000.0,541512,10.0,18.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,160000.0,18.0
VA_2013_CSP_4,5/3/2013,200000.0,0.0,Metro,Non-LMI,4065564.0,541330,16.0,16.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,200000.0,16.0
VA_2013_CAP_11,5/23/2013,1000.0,500.0,Metro,Non-LMI,735000.0,721211,0.0,25.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,28.0
VA_2013_CSP_5,5/24/2013,80000.0,0.0,Metro,LMI,2700000.0,621610,25.0,25.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,80000.0,25.0
VA_2013_CAP_12,5/29/2013,3000.0,1500.0,Metro,LMI,2504257.0,813910,5.0,33.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,33.0
VA_2013_CSP_7,6/28/2013,400000.0,0.0,Metro,Non-LMI,1553000.0,541330,58.0,31.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,400000.0,31.0
VA_2013_CAP_13,7/5/2013,3450.0,1725.0,Metro,Non-LMI,1181241.0,722511,20.0,24.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,25.0
VA_2013_LPP_1,8/2/2013,500000.0,0.0,Metro,LMI,8500000.0,323111,10.0,65.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,65.0
VA_2013_CAP_18,9/10/2013,750.0,375.0,Metro,Non-LMI,623774.55,722511,5.0,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,20.0
VA_2013_CSP_13,9/20/2013,140000.0,0.0,Metro,LMI,1920000.0,451120,4.0,2.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,140000.0,15.0
VA_2013_CSP_15,9/27/2013,70000.0,0.0,Metro,Non-LMI,900000.0,446110,5.0,35.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,70000.0,35.0
VA_2013_CAP_25,10/25/2013,1500.0,750.0,Metro,Non-LMI,921814.8,713910,5.0,24.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,25.0
VA_2013_CSP_20,12/13/2013,144400.0,0.0,Metro,LMI,787000.0,531120,0.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,144400.0,30.0
VA_2013_CSP_21,12/17/2013,300000.0,0.0,Metro,LMI,102200.0,713940,13.0,7.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,300000.0,23.0
VA_2013_CSP_22,12/17/2013,60000.0,0.0,Metro,LMI,102200.0,713940,23.0,13.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,60000.0,23.0
VA_2014_CAP_3,1/13/2014,2000.0,1000.0,Non-Metro,LMI,0.0,442110,17.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,17.0
VA_2014_CAP_5,2/6/2014,7500.0,3750.0,Metro,Non-LMI,3900000.0,541512,2.0,2.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,24.0
VA_2014_CAP_10,2/26/2014,1000.0,500.0,Metro,LMI,850000.0,485310,0.0,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,15.0
VA_2014_CAP_17,4/18/2014,1500.0,750.0,Metro,Non-LMI,0.0,713990,11.0,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,30.0
VA_2014_CAP_18,4/18/2014,6000.0,3000.0,Metro,Non-LMI,0.0,713990,11.0,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,30.0
VA_2014_CSP_11,4/25/2014,500000.0,0.0,Metro,Non-LMI,10200000.0,424690,0.0,28.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,500000.0,32.0
VA_2014_CSP_16,7/21/2014,400000.0,0.0,Metro,Non-LMI,13489835.0,541512,0.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,400000.0,159.0
VA_2014_CAP_27,8/1/2014,3000.0,1500.0,Metro,Non-LMI,746131.0,812113,10.0,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,15.0
VA_2014_CAP_30,8/19/2014,2140.0,1070.0,Metro,Non-LMI,71500.0,531390,6.0,24.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,24.0
VA_2014_CSP_18,8/22/2014,108400.0,0.0,Metro,Non-LMI,4919000.0,722513,0.0,80.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,108400.0,80.0
VA_2014_VCP_4,10/6/2014,17618.35,0.0,Metro,Non-LMI,22587.0,518210,15.0,15.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Seed,Yes,0.0,19.0
VA_2014_CAP_33,10/8/2014,1800.0,900.0,Non-Metro,Non-LMI,1373020.0,511110,4.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,15.0
VA_2015_CAP_2,2/25/2015,2869.8,1434.9,Metro,LMI,7432566.0,327215,0.0,3.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,69.0
VA_2015_CAP_3,3/6/2015,5000.0,2500.0,Non-Metro,Non-LMI,504903.0,721110,5.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,30.0
VA_2015_CSP_3,3/12/2015,500000.0,0.0,Metro,Non-LMI,0.0,811192,10.0,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,500000.0,20.0
VA_2015_CSP_12,5/20/2015,200000.0,0.0,Metro,Non-LMI,5297856.0,541511,8.0,10.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,200000.0,20.0
VA_2015_VCP_10,5/22/2015,200000.0,0.0,Metro,Non-LMI,1718527.0,518210,100.0,50.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Seed,Yes,0.0,50.0
VA_2015_CAP_10,7/13/2015,2300.0,1150.0,Non-Metro,LMI,741572.47,624410,3.0,16.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,16.0
VA_2015_CSP_13,7/16/2015,160000.0,0.0,Non-Metro,LMI,8200000.0,424310,2.0,3.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,160000.0,38.0
VA_2015_CSP_24,10/22/2015,87000.0,0.0,Metro,Non-LMI,17934000.0,541519,0.0,33.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,87000.0,33.0
VA_2015_VCP_20,11/13/2015,210000.0,0.0,Metro,Non-LMI,500000.0,511210,0.0,0.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Yes,0.0,22.0
VA_2015_CSP_29,12/7/2015,131400.0,0.0,Metro,Non-LMI,791000.0,312120,5.0,10.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,131400.0,15.0
VA_2015_CSP_30,12/7/2015,40000.0,0.0,Metro,Non-LMI,791000.0,312120,5.0,10.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,40000.0,15.0
VA_2016_CSP_1,1/28/2016,180000.0,0.0,Non-Metro,LMI,3456354.0,711310,0.0,17.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,180000.0,17.0
VA_2016_CSP_3,2/8/2016,350000.0,0.0,Metro,Non-LMI,173000.0,531120,15.0,22.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,350000.0,37.0
VA_2016_CAP_7,3/11/2016,1800.0,900.0,Non-Metro,Non-LMI,1121339.0,511110,0.0,15.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,15.0
VA_2016_CSP_8,3/23/2016,40137.0,0.0,Metro,Non-LMI,0.0,713940,50.0,57.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,312400.0,107.0
VA_2016_CAP_9,4/1/2016,4000.0,2000.0,Metro,LMI,1743558.7,812990,6.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,30.0
VA_2016_CSP_10,4/5/2016,0.0,0.0,Metro,Non-LMI,0.0,423910,3.0,3.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,198000.0,29.0
VA_2016_CSP_11,4/5/2016,0.0,0.0,Metro,LMI,7700000.0,236118,3.0,5.0,Loan Fund,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,214000.0,40.0
VA_2016_CAP_13,4/29/2016,2600.0,1300.0,Non-Metro,Non-LMI,1121339.0,511110,3.0,0.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,15.0
VA_2016_CSP_17,5/20/2016,0.0,0.0,Metro,LMI,1900000.0,326199,2.0,21.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,40000.0,23.0
VA_2016_CSP_18,5/25/2016,0.0,0.0,Metro,Non-LMI,2071826.0,541511,80.0,65.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,80000.0,21.0
VA_2016_CAP_18,6/7/2016,500.0,250.0,Metro,LMI,1255000.0,238190,125.0,50.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,26.0
VA_2016_CSP_19,6/7/2016,0.0,0.0,Metro,Non-LMI,582000.0,611110,14.0,18.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,118720.0,18.0
VA_2016_CAP_19,6/22/2016,1500.0,750.0,Non-Metro,LMI,0.0,561990,20.0,20.0,Bank or Thrift,"Wages, Working Capital, & Professional Services",2014.0,Early Stage,Unknown,0.0,20.0
